,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
36,CU,2025-03-28,77.3,-1.65,5.51,"Yamamoto, Yoshinobu",690993,808967,,called_strike,,,,,4,Colt Keith walks.,R,L,R,LAD,DET,S,,,1,0,2025,0.87,-1.43,-0.48,2.02,,,679529.0,2,3,Top,,,,,,,0.900159059824952,-112.50388831655854,2.1572034213422,7.217775552389111,21.31458308908016,-44.87388516200158,2.94,1.43,,,,77.4,2738,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.02,,,,,,,,20,2,Curveball,0,2,2,0,2,0,2,0,Infield shade,Standard,32,0.0,-0.048,,,,0.048,,-2,2,0.299,0.701,26,23,27,24,2,1,10,1.0,,1.0,5.25,-0.87,0.87,52.3
37,FF,2025-03-28,93.7,-1.87,5.4,"Yamamoto, Yoshinobu",690993,808967,,ball,,,,,11,Colt Keith walks.,R,L,R,LAD,DET,B,,,0,0,2025,-0.66,1.35,-1.35,3.41,,,679529.0,2,3,Top,,,,,,,2.849899995291139,-136.56185351902812,-2.488159558739234,-8.947998762872853,27.09087689231425,-14.814511406445591,3.14,1.51,,,,94.7,2177,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.95,,,,,,,,20,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,212,0.0,0.034,,,,-0.034,,-2,2,0.299,0.701,26,23,27,24,2,1,10,1.0,,1.0,1.21,0.66,-0.66,41.7
38,FF,2025-03-28,96.1,-1.91,5.3,"Yamamoto, Yoshinobu",679529,808967,single,hit_into_play,,,,,5,Spencer Torkelson singles on a sharp line drive to center fielder Andy Pages.,R,R,R,LAD,DET,X,8.0,line_drive,2,2,2025,-0.61,1.25,0.18,2.8,,,,2,3,Top,126.7,75.91,,,,,6.977029298641608,-139.84033521007808,-3.90625376322961,-9.590915772495336,29.97849245067716,-15.068006620228209,3.47,1.57,225.0,103.5,12.0,96.8,2195,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.9,0.931,0.938,0.9,1.0,1.0,0.0,4.0,19,6,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,215,-0.01,0.37,72.5,7.2,1.248,-0.37,103.5,-2,2,0.309,0.691,26,25,27,26,2,1,10,1.0,,1.0,1.21,0.61,0.61,41.1
39,FS,2025-03-28,91.0,-1.98,5.2,"Yamamoto, Yoshinobu",679529,808967,,foul,,,,,13,Spencer Torkelson singles on a sharp line drive to center fielder Andy Pages.,R,R,R,LAD,DET,S,,,2,2,2025,-0.78,0.07,-1.01,2.04,,,,2,3,Top,,,,,,,4.146811664231574,-132.53638552494604,-2.235839596745961,-10.036405654724105,25.805000613124463,-31.117181110616094,3.47,1.57,3.0,66.9,-28.0,91.9,1515,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.92,,,,,,,,19,5,Split-Finger,0,2,2,0,2,0,2,0,Standard,Standard,243,0.0,0.0,69.4,7.1,,0.0,88.0,-2,2,0.309,0.691,26,25,27,26,2,1,10,1.0,,1.0,2.66,0.78,0.78,37.0
40,FC,2025-03-28,91.9,-1.88,5.15,"Yamamoto, Yoshinobu",679529,808967,,called_strike,,,,,8,Spencer Torkelson singles on a sharp line drive to center fielder Andy Pages.,R,R,R,LAD,DET,S,,,2,1,2025,0.26,0.74,0.11,1.81,,,,2,3,Top,,,,,,,4.519597283607113,-133.86705859547382,-4.282517170117061,2.2252002466053287,26.74822000550747,-22.57227805171005,3.3,1.61,,,,92.5,2421,6.4,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.05,,,,,,,,19,4,Cutter,0,2,2,0,2,0,2,0,Standard,Standard,193,0.0,-0.084,,,,0.084,,-2,2,0.309,0.691,26,25,27,26,2,1,10,1.0,,1.0,1.94,-0.26,-0.26,37.0
41,FS,2025-03-28,90.9,-1.68,5.31,"Yamamoto, Yoshinobu",679529,808967,,ball,,,,,13,Spencer Torkelson singles on a sharp line drive to center fielder Andy Pages.,R,R,R,LAD,DET,B,,,1,1,2025,-0.95,0.16,-0.06,0.8,,,,2,3,Top,,,,,,,6.147890351579876,-132.24317260289212,-5.75815410878682,-12.470034122743163,28.476977329095067,-29.248127707232456,3.3,1.6,,,,91.5,1392,6.7,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.82,,,,,,,,19,3,Split-Finger,0,2,2,0,2,0,2,0,Strategic,Standard,239,0.0,0.058,,,,-0.058,,-2,2,0.309,0.691,26,25,27,26,2,1,10,1.0,,1.0,2.6,0.95,0.95,43.1
42,FS,2025-03-28,89.8,-1.82,5.29,"Yamamoto, Yoshinobu",679529,808967,,ball,,,,,14,Spencer Torkelson singles on a sharp line drive to center fielder Andy Pages.,R,R,R,LAD,DET,B,,,0,1,2025,-0.98,0.36,0.41,0.75,,,,2,3,Top,,,,,,,7.611581486918877,-130.4872578652808,-6.017122284053639,-12.816140319021972,28.305567787229197,-26.96276730524243,3.38,1.62,,,,90.0,1595,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.94,,,,,,,,19,2,Split-Finger,0,2,2,0,2,0,2,0,Strategic,Standard,230,0.0,0.029,,,,-0.029,,-2,2,0.309,0.691,26,25,27,26,2,1,10,1.0,,1.0,2.48,0.98,0.98,40.1
43,FF,2025-03-28,94.7,-1.78,5.45,"Yamamoto, Yoshinobu",679529,808967,,called_strike,,,,,6,Spencer Torkelson singles on a sharp line drive to center fielder Andy Pages.,R,R,R,LAD,DET,S,,,0,0,2025,-0.51,1.24,0.56,2.39,,,,2,3,Top,,,,,,,7.281660206905198,-137.62818841313694,-5.075569636771949,-8.082132340536532,31.37040480834169,-15.487598774066958,3.38,1.62,,,,95.1,2105,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.86,,,,,,,,19,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,211,0.0,-0.041,,,,0.041,,-2,2,0.309,0.691,26,25,27,26,2,1,10,1.0,,1.0,1.31,0.51,0.51,45.3
44,FF,2025-03-28,94.1,-1.87,5.45,"Yamamoto, Yoshinobu",682985,808967,field_out,hit_into_play,,,,,3,"Riley Greene grounds out, first baseman Freddie Freeman to pitcher Yoshinobu Yamamoto.",R,L,R,LAD,DET,X,3.0,ground_ball,1,1,2025,-0.34,1.32,0.3,3.28,,,,1,3,Top,156.0,168.0,,,,,6.405944025683917,-136.89107567369808,-2.861817400153646,-5.70717878495446,30.09623728948604,-15.090839855118316,3.42,1.64,8.0,64.4,-21.0,94.4,2253,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.02,0.06,0.061,0.0,1.0,0.0,0.0,2.0,18,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,214,0.013,-0.243,67.5,6.1,0.076,0.243,88.0,-2,2,0.296,0.704,26,24,27,25,2,1,10,1.0,,1.0,1.25,0.34,-0.34,44.8
45,FS,2025-03-28,91.0,-1.9,5.35,"Yamamoto, Yoshinobu",682985,808967,,ball,,,,,13,"Riley Greene grounds out, first baseman Freddie Freeman to pitcher Yoshinobu Yamamoto.",R,L,R,LAD,DET,B,,,0,1,2025,-1.09,-0.27,-0.66,0.53,,,,1,3,Top,,,,,,,5.471602797765209,-132.42839208515622,-5.710929860251636,-13.927980507105092,26.06318172720584,-34.384710521422946,3.25,1.65,,,,91.9,1407,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.87,,,,,,,,18,2,Split-Finger,0,2,2,0,2,0,2,0,Infield shade,Standard,240,0.0,0.024,,,,-0.024,,-2,2,0.296,0.704,26,24,27,25,2,1,10,1.0,,1.0,3.0,1.09,-1.09,41.2
46,FF,2025-03-28,95.0,-1.78,5.48,"Yamamoto, Yoshinobu",682985,808967,,called_strike,,,,,4,"Riley Greene grounds out, first baseman Freddie Freeman to pitcher Yoshinobu Yamamoto.",R,L,R,LAD,DET,S,,,0,0,2025,-0.73,1.3,-0.73,2.31,,,,1,3,Top,,,,,,,4.401740407901226,-138.30901132986654,-5.563834389714833,-10.385325661852,30.28868440497493,-14.493671572333016,3.27,1.73,,,,95.4,2236,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.05,,,,,,,,18,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,219,0.0,-0.037,,,,0.037,,-2,2,0.296,0.704,26,24,27,25,2,1,10,1.0,,1.0,1.22,0.73,-0.73,44.9
47,FF,2025-03-28,94.9,-1.83,5.3,"Yamamoto, Yoshinobu",681481,808967,field_out,hit_into_play,,,,,11,"Kerry Carpenter grounds out, shortstop Mookie Betts to first baseman Freddie Freeman.",R,L,R,LAD,DET,X,6.0,ground_ball,1,1,2025,-0.45,1.44,-0.87,2.52,,,,0,3,Top,129.18,146.88,,,,,3.5397240063390947,-138.14182563747136,-4.886826443142164,-6.514224105215252,30.353083165099378,-12.90222333718156,3.3,1.6,5.0,93.4,-26.0,95.6,2131,6.7,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.83,0.103,0.101,0.0,1.0,0.0,0.0,2.0,17,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,217,0.017,-0.243,68.4,6.9,0.121,0.243,93.4,-2,2,0.279,0.721,26,27,27,28,2,1,10,1.0,,1.0,1.09,0.45,-0.45,44.6
48,FC,2025-03-28,92.0,-1.97,5.34,"Yamamoto, Yoshinobu",681481,808967,,swinging_strike,,,,,2,"Kerry Carpenter grounds out, shortstop Mookie Betts to first baseman Freddie Freeman.",R,L,R,LAD,DET,S,,,1,0,2025,0.27,0.59,-0.26,3.2,,,,0,3,Top,,,,,,,3.763752110152909,-134.06912564757206,-0.951266480152914,2.626066979776266,25.460974168349026,-25.00839541577179,3.3,1.6,,,,92.9,2457,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.0,,,,,,,,17,2,Cutter,0,2,2,0,2,0,2,0,Infield shade,Standard,180,0.0,-0.049,69.1,5.9,,0.049,,-2,2,0.279,0.721,26,27,27,28,2,1,10,1.0,,1.0,2.07,-0.27,0.27,41.3
49,FS,2025-03-28,90.1,-1.76,5.39,"Yamamoto, Yoshinobu",681481,808967,,ball,,,,,13,"Kerry Carpenter grounds out, shortstop Mookie Betts to first baseman Freddie Freeman.",R,L,R,LAD,DET,B,,,0,0,2025,-0.88,0.0,-0.76,0.95,,,,0,3,Top,,,,,,,4.369419425068058,-131.19635473323618,-5.131718340297716,-11.13110872984913,26.55821664263144,-31.33851886368928,3.13,1.7,,,,90.8,1533,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.9,,,,,,,,17,1,Split-Finger,0,2,2,0,2,0,2,0,Infield shade,Standard,232,0.0,0.038,,,,-0.038,,-2,2,0.279,0.721,26,27,27,28,2,1,10,1.0,,1.0,2.8,0.88,-0.88,45.8
50,SI,2025-03-28,94.4,-1.77,5.47,"Yamamoto, Yoshinobu",650402,808967,home_run,hit_into_play,,,,,11,Gleyber Torres homers (1) on a line drive to left center field.,R,R,R,LAD,DET,X,,line_drive,2,1,2025,-1.14,1.09,-1.25,2.37,,,,0,3,Top,52.96,63.9,,,,,3.9274440007196336,-137.35501269365074,-4.837741731842933,-15.297680558123286,30.21943088095979,-17.440793367445526,3.2,1.52,379.0,99.7,22.0,94.8,2293,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.99,0.429,0.581,2.0,1.0,0.0,3.0,5.0,16,4,Sinker,0,1,1,0,2,0,2,0,Standard,Standard,208,-0.104,1.073,68.9,6.8,0.967,-1.073,99.7,-1,1,0.383,0.617,26,28,27,29,2,1,10,1.0,,,1.46,1.14,1.14,42.6
51,FS,2025-03-28,91.1,-1.72,5.36,"Yamamoto, Yoshinobu",650402,808967,,ball,,,,,14,Gleyber Torres homers (1) on a line drive to left center field.,R,R,R,LAD,DET,B,,,1,1,2025,-1.01,0.27,0.37,-0.09,,,,0,3,Top,,,,,,,7.459456213627178,-132.3518172773605,-8.419649565179471,-13.416456554111027,28.202984897864628,-27.30193090600863,3.03,1.45,,,,91.6,1481,6.7,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.81,,,,,,,,16,3,Split-Finger,0,1,1,0,1,0,1,0,Standard,Standard,233,0.0,0.053,,,,-0.053,,-1,1,0.383,0.617,26,28,27,29,2,1,10,1.0,,,2.48,1.01,1.01,44.5
52,FF,2025-03-28,94.6,-1.59,5.55,"Yamamoto, Yoshinobu",650402,808967,,called_strike,,,,,9,Gleyber Torres homers (1) on a line drive to left center field.,R,R,R,LAD,DET,S,,,1,0,2025,-0.56,1.58,0.75,1.94,,,,0,3,Top,,,,,,,7.353110247037866,-137.47745068206643,-7.271104295815213,-8.644659171064454,29.572666623960902,-10.722515571349124,3.03,1.52,,,,94.9,2373,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.02,,,,,,,,16,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,211,0.0,-0.049,,,,0.049,,-1,1,0.383,0.617,26,28,27,29,2,1,10,1.0,,,0.97,0.56,0.56,46.8
53,CU,2025-03-28,77.8,-1.55,5.51,"Yamamoto, Yoshinobu",650402,808967,,ball,,,,,11,Gleyber Torres homers (1) on a line drive to left center field.,R,R,R,LAD,DET,B,,,0,0,2025,0.87,-1.39,-1.27,2.33,,,,0,3,Top,,,,,,,-0.99124154107388,-113.14587969390936,2.7079352747356333,7.598251800275317,22.28713107459224,-44.808477895973326,3.03,1.52,,,,77.7,2590,6.4,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.05,,,,,,,,16,1,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,28,0.0,0.038,,,,-0.038,,-1,1,0.383,0.617,26,28,27,29,2,1,10,1.0,,,5.18,-0.87,-0.87,50.1
54,FS,2025-03-28,91.2,-1.66,5.41,"Yamamoto, Yoshinobu",668952,808967,strikeout,swinging_strike,,,,,13,Ryan Kreidler strikes out swinging.,R,R,R,LAD,DET,S,2.0,,2,2,2025,-0.56,-0.04,-0.31,0.82,,,,2,2,Top,,,,,,,4.613452745642889,-132.72515211443726,-5.604984837200461,-7.627701297146068,27.513145580096506,-31.69089818679415,3.43,1.56,,,,91.7,1247,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.0,,0.0,0.0,1.0,0.0,0.0,,12,5,Split-Finger,0,1,1,0,1,0,1,0,Standard,Standard,234,0.01,-0.219,76.0,8.2,,0.219,,-1,1,0.427,0.573,26,27,27,28,1,0,10,1.0,,1.0,2.77,0.56,0.56,42.8
55,SI,2025-03-28,95.5,-1.66,5.36,"Yamamoto, Yoshinobu",668952,808967,,swinging_strike,,,,,7,Ryan Kreidler strikes out swinging.,R,R,R,LAD,DET,S,,,2,1,2025,-1.06,0.99,-0.7,1.68,,,,2,2,Top,,,,,,,4.934757581342442,-138.93938417209438,-6.312364371272127,-14.84773583203248,30.90742373652712,-18.16616507326061,3.43,1.56,,,,96.1,2261,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.85,,,,,,,,12,4,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,208,0.0,-0.084,76.4,7.5,,0.084,,-1,1,0.427,0.573,26,27,27,28,1,0,10,1.0,,1.0,1.51,1.06,1.06,43.1
56,CU,2025-03-28,78.1,-1.3,5.51,"Yamamoto, Yoshinobu",668952,808967,,ball,,,,,14,Ryan Kreidler strikes out swinging.,R,R,R,LAD,DET,B,,,1,1,2025,0.94,-1.38,1.2,1.24,,,,2,2,Top,,,,,,,3.682521758830711,-113.68396779882316,0.3131843000685861,7.321111418038237,22.896963853975016,-44.362378679489886,3.26,1.56,,,,78.4,2647,6.7,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.81,,,,,,,,12,3,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,26,0.0,0.058,,,,-0.058,,-1,1,0.427,0.573,26,27,27,28,1,0,10,1.0,,1.0,5.15,-0.94,-0.94,51.7
57,CU,2025-03-28,77.6,-1.42,5.53,"Yamamoto, Yoshinobu",668952,808967,,swinging_strike,,,,,9,Ryan Kreidler strikes out swinging.,R,R,R,LAD,DET,S,,,1,0,2025,1.05,-1.39,0.48,1.69,,,,2,2,Top,,,,,,,2.168446242036988,-112.95559434156044,1.3647496047958416,8.406241016131272,23.488429220888364,-44.51342340684346,3.43,1.56,,,,77.6,2753,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.93,,,,,,,,12,2,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,32,0.0,-0.051,67.8,8.8,,0.051,,-1,1,0.427,0.573,26,27,27,28,1,0,10,1.0,,1.0,5.22,-1.05,-1.05,51.8
58,FF,2025-03-28,95.8,-1.82,5.42,"Yamamoto, Yoshinobu",668952,808967,,ball,,,,,14,Ryan Kreidler strikes out swinging.,R,R,R,LAD,DET,B,,,0,0,2025,-0.55,1.38,1.21,1.69,,,,2,2,Top,,,,,,,9.258019891090672,-139.11882532427404,-7.350854930759329,-9.24195469966032,31.329623373137483,-12.7813842336768,3.39,1.61,,,,95.8,2162,6.4,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.06,,,,,,,,12,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,214,0.0,0.04,,,,-0.04,,-1,1,0.427,0.573,26,27,27,28,1,0,10,1.0,,1.0,1.12,0.55,0.55,45.5
59,FS,2025-03-28,90.6,-1.82,5.28,"Yamamoto, Yoshinobu",700242,808967,strikeout,swinging_strike,,,,,14,Trey Sweeney strikes out swinging.,R,L,R,LAD,DET,S,2.0,,0,2,2025,-0.46,0.25,0.22,1.08,,,,1,2,Top,,,,,,,6.115259271399695,-131.86286284945157,-5.144592495627547,-6.615696068404424,26.679477727097638,-28.37709022035829,3.63,1.68,,,,91.3,1358,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.93,,0.0,0.0,1.0,0.0,0.0,,11,3,Split-Finger,0,1,1,0,1,0,1,0,Infield shade,Standard,251,0.015,-0.162,77.3,8.4,,0.162,,-1,1,0.412,0.588,26,25,27,25,1,0,10,1.0,,1.0,2.51,0.46,-0.46,41.4
60,FF,2025-03-28,95.7,-1.6,5.41,"Yamamoto, Yoshinobu",700242,808967,,called_strike,,,,,7,Trey Sweeney strikes out swinging.,R,L,R,LAD,DET,S,,,0,1,2025,-0.66,1.18,-0.65,2.09,,,,1,2,Top,,,,,,,4.027306689429482,-139.246055442613,-5.818456224320781,-9.49477710619915,31.26885835027049,-15.774442616181473,3.46,1.64,,,,96.2,2205,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.93,,,,,,,,11,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,217,0.0,-0.057,,,,0.057,,-1,1,0.412,0.588,26,25,27,25,1,0,10,1.0,,1.0,1.31,0.66,-0.66,45.2
61,CU,2025-03-28,75.3,-1.59,5.5,"Yamamoto, Yoshinobu",700242,808967,,called_strike,,,,,5,Trey Sweeney strikes out swinging.,R,L,R,LAD,DET,S,,,0,0,2025,0.96,-1.42,-0.1,2.62,,,,1,2,Top,,,,,,,1.3836744859000023,-109.47867839863736,3.788105422288405,7.3835609945164835,21.88484287534097,-44.4432604290232,3.31,1.43,,,,75.2,2564,6.6,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.94,,,,,,,,11,1,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,31,0.0,-0.037,,,,0.037,,-1,1,0.412,0.588,26,25,27,25,1,0,10,1.0,,1.0,5.49,-0.96,0.96,53.0
62,FS,2025-03-28,90.6,-1.77,5.33,"Yamamoto, Yoshinobu",693307,808967,home_run,hit_into_play,,,,,4,Dillon Dingler homers (1) on a fly ball to center field.,R,R,R,LAD,DET,X,,fly_ball,1,2,2025,-0.39,0.26,-0.28,2.4,,,,1,2,Top,99.23,35.42,,,,,4.574009990313778,-131.89381502898956,-1.9603157624955747,-5.488026739552934,28.010254721951387,-28.953684028029887,3.52,1.61,410.0,104.7,27.0,90.9,1265,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.03,0.931,1.84,2.0,1.0,0.0,3.0,6.0,10,4,Split-Finger,0,0,0,0,1,0,1,0,Strategic,Standard,245,-0.111,1.657,75.1,7.6,3.589,-1.657,104.7,0,0,0.523,0.477,26,26,27,27,1,0,10,,,1.0,2.52,0.39,0.39,42.0
63,FF,2025-03-28,95.6,-1.86,5.39,"Yamamoto, Yoshinobu",693307,808967,,foul,,,,,2,Dillon Dingler homers (1) on a fly ball to center field.,R,R,R,LAD,DET,S,,,1,1,2025,-0.7,1.21,-0.18,3.32,,,,1,2,Top,,,,,,,6.002518764276767,-139.19415601140724,-2.6308359006053834,-10.309285000959752,27.356999611369982,-15.962858076230969,3.52,1.61,264.0,80.0,35.0,96.5,2163,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.98,,,,,,,,10,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214,0.0,-0.061,66.0,6.1,,0.061,88.0,0,0,0.523,0.477,26,26,27,27,1,0,10,,,1.0,1.26,0.7,0.7,43.5
64,FS,2025-03-28,91.7,-1.65,5.32,"Yamamoto, Yoshinobu",693307,808967,,ball,,,,,14,Dillon Dingler homers (1) on a fly ball to center field.,R,R,R,LAD,DET,B,,,0,1,2025,-1.25,-0.05,0.16,-0.45,,,,1,2,Top,,,,,,,7.298773928906936,-133.29255791101428,-8.70499331371467,-16.474748325090896,25.948786109984407,-31.17544831691473,3.35,1.52,,,,92.4,1561,6.5,778544,605131,518692,669242,571970,605141,624424,681624,606192,53.96,,,,,,,,10,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,233,0.0,0.024,,,,-0.024,,0,0,0.523,0.477,26,26,27,27,1,0,10,,,1.0,2.74,1.25,1.25,41.9
65,FF,2025-03-28,94.6,-1.76,5.39,"Yamamoto, Yoshinobu",693307,808967,,called_strike,,,,,9,Dillon Dingler homers (1) on a fly ball to center field.,R,R,R,LAD,DET,S,,,0,0,2025,-0.39,1.17,0.79,2.01,,,,1,2,Top,,,,,,,7.5256238829930435,-137.60879463019683,-5.813062407220322,-6.437028720233731,27.30299641664011,-16.19695752407499,3.35,1.67,,,,95.2,2514,6.4,778544,605131,518692,669242,571970,605141,624424,681624,606192,54.06,,,,,,,,10,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,207,0.0,-0.037,,,,0.037,,0,0,0.523,0.477,26,26,27,27,1,0,10,,,1.0,1.36,0.39,0.39,43.9
